x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31
0.173828125,0.2744140625,0.490234375,0.0615234375,0.17578125,0.259765625,0.4951171875,0.0693359375,0.318359375,0.1337890625,0.3603515625,0.1875,0.1689453125,0.265625,0.4931640625,0.072265625,0.16015625,0.28125,0.4833984375,0.0751953125,0.3115234375,0.1201171875,0.3935546875,0.1748046875,0.1748046875,0.154296875,0.470703125,0.2001953125,0.1875,0.1474609375,0.4384765625,0.2265625,0.2236328125,0.115234375,0.490234375,0.1708984375,0.2174323464112331,0.021257334959742896,-0.02284055581997266,-0.08197140821684518,0.021257334959742896,0.12189633097575037,-0.17800848294840718,-0.03417632173806696,-0.02284055581997266,-0.17800848294840718,0.4812649189796979,0.13178547625464057,-0.08197140821684518,-0.03417632173806696,0.13178547625464057,0.17940640363331872,5.36238931082676e-18,0.09965860511175524,-0.014527106555836425,0.0839662822729891,-0.09965860511175524,2.002526492560035e-18,-0.011858592787270828,0.07463212377817766,0.014527106555836427,0.011858592787270816,-1.0321352058510781e-17,-0.15667924256008148,-0.0839662822729891,-0.07463212377817766,0.15667924256008153,2.956436255123984e-18
0.26953125,0.1796875,0.27734375,0.2734375,0.2939453125,0.1572265625,0.2578125,0.291015625,0.1796875,0.248046875,0.373046875,0.19921875,0.294921875,0.15625,0.259765625,0.2890625,0.25390625,0.1845703125,0.248046875,0.3134765625,0.169921875,0.2578125,0.3681640625,0.2041015625,0.2734375,0.21875,0.2724609375,0.2353515625,0.2783203125,0.2265625,0.2666015625,0.228515625,0.3515625,0.1591796875,0.19140625,0.2978515625,0.3521580609181702,0.021393342267202457,-0.09051472038958633,0.06066771936766641,0.021393342267202457,0.14930535356894362,0.0039016662252744213,0.03504707891297874,-0.09051472038958633,0.0039016662252744213,0.18927211831515972,0.016433666699234982,0.06066771936766641,0.03504707891297874,0.016433666699234982,0.3092644671977265,-1.0156252578295375e-18,0.1429191806687768,0.13659497232162732,0.10109580970395621,-0.1429191806687768,6.121429175320113e-19,-0.031099503060679108,0.05626818032454587,-0.13659497232162732,0.031099503060679108,-1.5327383985345992e-18,-0.1450861310964574,-0.10109580970395621,-0.05626818032454587,0.1450861310964574,1.9362207388321255e-18
0.2041015625,0.4833984375,0.2109375,0.1015625,0.2568359375,0.4345703125,0.201171875,0.107421875,0.1962890625,0.4482421875,0.1171875,0.23828125,0.20703125,0.474609375,0.2099609375,0.1083984375,0.197265625,0.455078125,0.2333984375,0.1142578125,0.2109375,0.4765625,0.1201171875,0.1923828125,0.1435546875,0.2392578125,0.3037109375,0.3134765625,0.146484375,0.248046875,0.2705078125,0.3349609375,0.1513671875,0.2421875,0.166015625,0.4404296875,0.16302967580863084,-0.05043323646738012,0.042307295484168325,-0.13079585749883174,-0.05043323646738012,0.22582102163014464,-0.05564448228872706,0.12734795243507435,0.042307295484168325,-0.05564448228872706,0.1701681197553593,-0.021600778496542326,-0.13079585749883174,0.12734795243507435,-0.021600778496542326,0.4409811828058652,8.189890391684484e-19,0.002076128459707232,-0.0956578533224261,-0.046359390085585046,-0.002076128459707227,-9.971066136764644e-19,-0.04231132782691847,-0.027411308292274915,0.0956578533224261,0.04231132782691848,2.7656452772543258e-18,-0.0546659677828174,0.04635939008558505,0.027411308292274932,0.0546659677828174,-2.58752770274631e-18
0.3896484375,0.251953125,0.078125,0.2802734375,0.4111328125,0.244140625,0.0849609375,0.259765625,0.48828125,0.16015625,0.193359375,0.158203125,0.400390625,0.25,0.0908203125,0.2587890625,0.4111328125,0.251953125,0.0693359375,0.267578125,0.4873046875,0.16015625,0.169921875,0.1826171875,0.1787109375,0.1962890625,0.3271484375,0.2978515625,0.15234375,0.2001953125,0.3369140625,0.310546875,0.296875,0.0869140625,0.3798828125,0.236328125,0.27586427943822106,-0.009392427176516453,0.16483980087304975,0.0469156245545142,-0.009392427176516453,0.0919887777207343,0.11715737367728649,-0.006138072963693961,0.16483980087304975,0.11715737367728649,0.3872188512259238,-0.004269344719866849,0.0469156245545142,-0.006138072963693961,-0.004269344719866849,0.24492809161512086,4.240639231620653e-18,-0.10124049346616915,-0.07365672371541741,0.03826375112982379,0.10124049346616915,6.526988947472518e-19,0.10407144846904566,0.01939939867889573,0.07365672371541743,-0.10407144846904566,3.922884244179129e-19,0.08476467485537671,-0.0382637511298238,-0.019399398678895726,-0.08476467485537671,-5.285626550785817e-18
0.3828125,0.2763671875,0.140625,0.2001953125,0.3779296875,0.2294921875,0.1826171875,0.2099609375,0.4267578125,0.20703125,0.072265625,0.2939453125,0.3642578125,0.265625,0.162109375,0.2080078125,0.357421875,0.265625,0.1650390625,0.2119140625,0.41796875,0.1953125,0.0673828125,0.3193359375,0.244140625,0.12890625,0.27734375,0.349609375,0.23828125,0.1279296875,0.2802734375,0.353515625,0.193359375,0.1689453125,0.33984375,0.2978515625,0.19240953730542515,0.05812286220794157,0.17588063500686413,0.05850754848021471,0.05812286220794157,0.17400261428662242,0.0181996374754302,-0.051211291672788525,0.17588063500686413,0.0181996374754302,0.3113210412547398,-0.028778260889547564,0.05850754848021471,-0.051211291672788525,-0.028778260889547564,0.3222668071532127,-6.940116698236131e-19,0.08561216897756535,0.023142796080719567,-0.0587700247151576,-0.08561216897756534,-1.1198338112515648e-18,-0.1651838853281436,-0.025057752379568303,-0.02314279608071957,0.1651838853281436,5.761045370606579e-18,-0.08239175152721219,0.05877002471515757,0.02505775237956831,0.08239175152721222,-3.947199889531401e-18
0.3779296875,0.1474609375,0.2255859375,0.2490234375,0.3876953125,0.1279296875,0.2626953125,0.2216796875,0.2880859375,0.2080078125,0.2333984375,0.2705078125,0.375,0.1474609375,0.2568359375,0.220703125,0.3681640625,0.140625,0.271484375,0.2197265625,0.337890625,0.205078125,0.2197265625,0.2373046875,0.1181640625,0.12109375,0.517578125,0.2431640625,0.103515625,0.1064453125,0.537109375,0.2529296875,0.1201171875,0.0927734375,0.4267578125,0.3603515625,0.12049996561515064,0.0001366653333764225,0.04440536112992397,0.049034341075161754,0.00013666533337642231,0.09663705800779195,0.0447988519361628,-0.020244380253119587,0.04440536112992397,0.0447988519361628,0.4413988442508099,0.1381296364846231,0.049034341075161754,-0.020244380253119587,0.1381296364846231,0.3414641321262476,3.527641626314036e-19,-0.01857294557986981,-0.12931668345474956,-0.01855055570999365,0.01857294557986981,-1.0504227965435864e-18,0.1044963604555648,0.07587606517798677,0.12931668345474956,-0.1044963604555648,-6.23584380775683e-19,-0.06383504040625956,0.018550555709993654,-0.07587606517798677,0.06383504040625958,1.321243014687866e-18
0.3603515625,0.259765625,0.177734375,0.2021484375,0.353515625,0.2255859375,0.1875,0.2333984375,0.3125,0.3212890625,0.0517578125,0.314453125,0.3994140625,0.2421875,0.1669921875,0.19140625,0.3671875,0.2314453125,0.173828125,0.2275390625,0.2783203125,0.3447265625,0.0634765625,0.3134765625,0.2724609375,0.2470703125,0.2685546875,0.2119140625,0.2763671875,0.265625,0.2587890625,0.19921875,0.23828125,0.27734375,0.1044921875,0.3798828125,0.24553175439298663,0.01690558828314316,0.12434229233944165,0.0952631403713453,0.01690558828314316,0.2723175730421476,-0.012078986001675998,0.004398359671912581,0.12434229233944165,-0.012078986001675998,0.10911257351544151,0.024859725353852197,0.0952631403713453,0.004398359671912581,0.024859725353852197,0.3730380990494242,7.624798337696359e-19,0.12508339947169825,0.01859835131642924,0.04661303988902322,-0.12508339947169825,-2.1616133494129874e-19,-0.06311383070843912,-0.09675359713767051,-0.018598351316429243,0.06311383070843914,-2.9649857164107755e-19,0.04533746028183313,-0.04661303988902319,0.09675359713767051,-0.045337460281833115,-2.4981992718725933e-19
0.1650390625,0.517578125,0.142578125,0.1748046875,0.1533203125,0.533203125,0.1494140625,0.1640625,0.462890625,0.220703125,0.2197265625,0.0966796875,0.1484375,0.548828125,0.12109375,0.181640625,0.1630859375,0.537109375,0.1328125,0.1669921875,0.48046875,0.2119140625,0.216796875,0.0908203125,0.1259765625,0.2822265625,0.14453125,0.447265625,0.1259765625,0.2822265625,0.1728515625,0.4189453125,0.33984375,0.0771484375,0.353515625,0.2294921875,0.3363671377186218,-0.07875288906172495,0.12932782439621915,-0.16014453152677896,-0.07875288906172495,0.061515262858300855,-9.934494767812043e-06,0.057126876504643355,0.12932782439621915,-9.934494767811561e-06,0.3462870620765147,-0.12627691026753887,-0.16014453152677896,0.057126876504643355,-0.12627691026753887,0.25583053734656264,-4.2106521310306104e-18,-0.07770280767914808,-0.20781484203566913,-0.05806212816208972,0.07770280767914808,-1.4762311960624692e-18,0.09961411086024628,-0.040009476861098216,0.20781484203566913,-0.09961411086024627,-4.2032281254071924e-19,-0.1966213173704145,0.058062128162089714,0.04000947686109822,0.1966213173704145,6.107206139633799e-18
0.208984375,0.4521484375,0.091796875,0.2470703125,0.2080078125,0.4853515625,0.0693359375,0.2373046875,0.4326171875,0.2216796875,0.2421875,0.103515625,0.1923828125,0.46484375,0.0908203125,0.251953125,0.205078125,0.484375,0.0947265625,0.2158203125,0.4775390625,0.19921875,0.22265625,0.1005859375,0.134765625,0.302734375,0.1484375,0.4140625,0.126953125,0.302734375,0.1591796875,0.4111328125,0.2900390625,0.1162109375,0.3974609375,0.1962890625,0.3057869231836814,-0.0832733203631314,0.12779691990227404,-0.06609359651320347,-0.0832733203631314,0.11634492635629114,0.0041340066287932666,0.049633086569930304,0.12779691990227404,0.004134006628793268,0.37998742993003276,-0.12855743854829763,-0.06609359651320347,0.049633086569930304,-0.12855743854829763,0.19788072052999459,5.435548782226025e-19,-0.04139403150158336,0.10413631654122311,-0.01492994420468905,0.04139403150158336,1.990306070765084e-18,0.0742401297457199,0.019477208355724085,-0.10413631654122311,-0.0742401297457199,-3.755672734576106e-18,0.019003720943491814,0.01492994420468905,-0.01947720835572409,-0.019003720943491807,1.2218117855884184e-18
0.265625,0.1982421875,0.1005859375,0.435546875,0.2451171875,0.2060546875,0.1025390625,0.4462890625,0.1357421875,0.271484375,0.3779296875,0.21484375,0.236328125,0.2060546875,0.1123046875,0.4453125,0.2734375,0.1962890625,0.08984375,0.4404296875,0.1806640625,0.287109375,0.35546875,0.1767578125,0.29296875,0.3251953125,0.09375,0.2880859375,0.2451171875,0.349609375,0.1064453125,0.298828125,0.3388671875,0.2998046875,0.1767578125,0.1845703125,0.32772365346361254,-0.032273843695612994,-0.10217837039654519,0.06315284566028403,-0.032273843695612994,0.2813439269465925,0.1234244777030725,0.0519779023407612,-0.10217837039654519,0.1234244777030725,0.18455127587312645,-0.09640783130656734,0.06315284566028403,0.0519779023407612,-0.09640783130656734,0.20638114371666844,3.2292980259299947e-18,0.08703249920111814,-0.10755064915855055,0.07190704924632203,-0.08703249920111814,2.5032272806321878e-18,-0.01212266961939787,0.1162947544030182,0.10755064915855055,0.012122669619397869,-2.0113313185825175e-18,0.08408458661755486,-0.07190704924632205,-0.1162947544030182,-0.08408458661755486,-3.721193987979665e-18
